stock,exchange,shortname,quoteType,symbol,index,score,typeDisp,longname,exchDisp,sector,industry,isYahooFinance,prevName,nameChangeDate
IMBI4.SA,,,,,,,,,,,,,,
FSTU11.SA,SAO,FISET TUR   CI,EQUITY,FSTU11.SA,quotes,2000400.0,Equity,Fiset Tur,São Paulo,,,True,,
CTNM3.SA,SAO,COTEMINAS   ON,EQUITY,CTNM3.SA,quotes,2000400.0,Equity,Companhia de Tecidos Norte de Minas,São Paulo,Consumer Cyclical,Textile Manufacturing,True,,
LATR11B.SA,SAO,LATERES FD INV IMB,EQUITY,LATR11B.SA,quotes,2000100.0,Equity,Lateres Fundo de Investimento Imobiliário,São Paulo,Real Estate,REIT—Diversified,True,,
IFNC11.SA,,,,,,,,,,,,,,
FDES11.SA,SAO,FUNDES      CI,EQUITY,FDES11.SA,quotes,2000200.0,Equity,Fundo de Recuperacao Economica,São Paulo,,,True,,
FLRP11B.SA,,,,,,,,,,,,,,
NSLU11B.SA,,,,,,,,,,,,,,
SAPR3.SA,SAO,SANEPAR     ON      N2,EQUITY,SAPR3.SA,quotes,2001100.0,Equity,Companhia de Saneamento do Paraná - SANEPAR,São Paulo,Utilities,Utilities—Regulated Water,True,,
CSRN3.SA,SAO,COSERN      ON,EQUITY,CSRN3.SA,quotes,2000400.0,Equity,Companhia Energética do Rio Grande do Norte - COSERN,São Paulo,Utilities,Utilities—Regulated Electric,True,,
MAXR11B.SA,,,,,,,,,,,,,,
PRVI3.SA,,,,,,,,,,,,,,
DOVL11B.SA,SAO,DOVEL FD DE INVST,EQUITY,DOVL11B.SA,quotes,2000100.0,Equity,Dovel Fundo de Investimento Imobiliário,São Paulo,Real Estate,REIT—Diversified,True,,
CMIG3.SA,SAO,CEMIG       ON      N1,EQUITY,CMIG3.SA,quotes,2003100.0,Equity,Companhia Energética de Minas Gerais,São Paulo,Utilities,Utilities—Diversified,True,,
CPLE5F.SA,SAO,COPEL       PNA     N2,EQUITY,CPLE5F.SA,quotes,2000300.0,Equity,,São Paulo,,,True,,
CPLE5.SA,SAO,COPEL       PNA     N2,EQUITY,CPLE5.SA,quotes,2000100.0,Equity,Companhia Paranaense de Energia - COPEL,São Paulo,Utilities,Utilities—Diversified,True,,
CPTE-DEB110B.SA,,,,,,,,,,,,,,
CPTP3BF.SA,,,,,,,,,,,,,,
CPRE3.SA,,,,,,,,,,,,,,
CREM3F.SA,,,,,,,,,,,,,,
TIBR5.SA,,,,,,,,,,,,,,
CRPG3.SA,,,,,,,,,,,,,,
RBVO11.SA,SAO,FII RIOBCRI2CI,EQUITY,RBVO11.SA,quotes,2000100.0,Equity,Rio Bravo Credito - Imobiliario II Fundo Invest Imobiliario FII Fund,São Paulo,Real Estate,REIT—Diversified,True,,
CRDE3.SA,SAO,CR2         ON,EQUITY,CRDE3.SA,quotes,2000400.0,Equity,CR2 Empreendimentos Imobiliários S.A.,São Paulo,Real Estate,Real Estate—Development,True,,
CSRN3F.SA,SAO,COSERN      ON,EQUITY,CSRN3F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
CSRN6F.SA,SAO,COSERN      PNB,EQUITY,CSRN6F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
HGRE11.SA,SAO,FII HG REAL CI,EQUITY,HGRE11.SA,quotes,2004600.0,Equity,CSHG Real Estate - Fundo de Investimento Imobiliario - FII,São Paulo,Real Estate,REIT—Diversified,True,,
HGBS11.SA,SAO,FII HEDGEBS CI,EQUITY,HGBS11.SA,quotes,2004500.0,Equity,HEDGE Brasil Shopping Fundo de Investimento Imobiliário,São Paulo,Real Estate,REIT—Retail,True,,
CARD3.SA,,,,,,,,,,,,,,
HGLG11.SA,SAO,FII CSHG LOGCI,EQUITY,HGLG11.SA,quotes,2007600.0,Equity,Cshg Logistica - Fundo De Investimento Imobiliario,São Paulo,Real Estate,REIT—Diversified,True,,
CSRN5F.SA,SAO,COSERN      PNA,EQUITY,CSRN5F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
HGCR11.SA,SAO,FII CSHG CRICI,EQUITY,HGCR11.SA,quotes,2000200.0,Equity,CSHG Recebiveis Imobiliarios BC Fundo de Investimento Imobiliario - FII,São Paulo,Real Estate,REIT—Diversified,True,,
CTNR11L.SA,,,,,,,,,,,,,,
CTVL5L.SA,,,,,,,,,,,,,,
LIXC3.SA,,,,,,,,,,,,,,
LIXC4.SA,,,,,,,,,,,,,,
LIXC3F.SA,,,,,,,,,,,,,,
CXTL11.SA,SAO,FII CX TRX  CI,EQUITY,CXTL11.SA,quotes,2001400.0,Equity,Fundo De Investimento Imobiliário Caixa Trx Logística Renda,São Paulo,Real Estate,REIT—Diversified,True,,
CYRE-DEB21L0.SA,,,,,,,,,,,,,,
SOND3F.SA,SAO,SONDOTECNICAON,EQUITY,SOND3F.SA,quotes,2000000.0,Equity,,São Paulo,,,True,,
NORD3F.SA,SAO,NORDON MET  ON,EQUITY,NORD3F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
SOND5.SA,SAO,SONDOTECNICAPNA,EQUITY,SOND5.SA,quotes,2000500.0,Equity,Sondotécnica Engenharia de Solos S.A.,São Paulo,Industrials,Engineering & Construction,True,,
SLED4.SA,SAO,SARAIVA LIVRPN      N2,EQUITY,SLED4.SA,quotes,2000600.0,Equity,Saraiva Livreiros S.A. - em Recuperação Judicial,São Paulo,Consumer Cyclical,Specialty Retail,True,,
SOND6F.SA,SAO,SONDOTECNICAPNB,EQUITY,SOND6F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
SOND6.SA,SAO,SONDOTECNICAPNB,EQUITY,SOND6.SA,quotes,2001500.0,Equity,Sondotécnica Engenharia de Solos S.A.,São Paulo,Industrials,Engineering & Construction,True,,
NORD3.SA,SAO,NORDON MET  ON,EQUITY,NORD3.SA,quotes,2000300.0,Equity,Nordon Indústrias Metalúrgicas S/A,São Paulo,Financial Services,Shell Companies,True,,
MEND6.SA,,,,,,,,,,,,,,
MEND6F.SA,,,,,,,,,,,,,,
MEND3F.SA,,,,,,,,,,,,,,
DBEN-DEB420B.SA,,,,,,,,,,,,,,
DBEN-DEBE6B0.SA,,,,,,,,,,,,,,
DBEN-DEB51B0.SA,,,,,,,,,,,,,,
DBEN-DEB51L0.SA,,,,,,,,,,,,,,
DBEN-DEB42L0.SA,,,,,,,,,,,,,,
NPPF-FID010B.SA,,,,,,,,,,,,,,
NPPF-FIDS10B.SA,,,,,,,,,,,,,,
DBEN-DEB42L1.SA,,,,,,,,,,,,,,
MSCD34F.SA,,,,,,,,,,,,,,
FIND.SA,SAO,IT NOW IFNC,INDEX,FIND.SA,quotes,2000200.0,Index,IT NOW IFNC,São Paulo,,,True,,
PORD11.SA,SAO,FII POLO CRICI,EQUITY,PORD11.SA,quotes,2001800.0,Equity,Polo Fundo de Investimento Imobiliário - Recebíveis Imobiliários II - FII,São Paulo,Real Estate,REIT—Diversified,True,,
SFND11.SA,,,,,,,,,,,,,,
UNID-DEB21B0.SA,,,,,,,,,,,,,,
ENMT4.SA,SAO,ENERGISA MT PN  ED,EQUITY,ENMT4.SA,quotes,2001000.0,Equity,Energisa Mato Grosso - Distribuidora de Energia S/A,São Paulo,Utilities,Utilities—Regulated Electric,True,,
DHBI4F.SA,,,,,,,,,,,,,,
DHBI4.SA,,,,,,,,,,,,,,
DHBI3F.SA,,,,,,,,,,,,,,
DHBI3.SA,,,,,,,,,,,,,,
DIVO11.SA,SAO,IT NOW IDIV CI,EQUITY,DIVO11.SA,quotes,2000400.0,Equity,It Now IDIV Index Fund,São Paulo,,,True,,
DIVO.SA,SAO,IT NOW IDIV,INDEX,DIVO.SA,quotes,2001300.0,Index,IT NOW IDIV,São Paulo,,,True,,
PNVL3.SA,SAO,DIMED       ON      NM,EQUITY,PNVL3.SA,quotes,2000700.0,Equity,Dimed S.A. Distribuidora de Medicamentos,São Paulo,Healthcare,Drug Manufacturers—General,True,,
ENGI12.SA,,,,,,,,,,,,,,
IMBI4F.SA,,,,,,,,,,,,,,
FRES11F.SA,,,,,,,,,,,,,,
DOHL4.SA,SAO,DOHLER      PN,EQUITY,DOHL4.SA,quotes,2001000.0,Equity,Döhler S.A.,São Paulo,Consumer Cyclical,Textile Manufacturing,True,,
RNEW1.SA,,,,,,,,,,,,,,
BEES3.SA,SAO,BANESTES    ON,EQUITY,BEES3.SA,quotes,2001400.0,Equity,Banestes S.A - Banco do Estado do Espírito Santo,São Paulo,Financial Services,Banks—Regional,True,,
ENBR3.SA,SAO,ENERGIAS BR ON      NM,EQUITY,ENBR3.SA,quotes,2037300.0,Equity,EDP - Energias do Brasil S.A.,São Paulo,Utilities,Utilities—Renewable,True,,
BMEB3.SA,SAO,MERC BRASIL ON      N1,EQUITY,BMEB3.SA,quotes,2000700.0,Equity,Banco Mercantil do Brasil S.A.,São Paulo,Financial Services,Banks—Regional,True,,
DOHL3F.SA,SAO,DOHLER      ON,EQUITY,DOHL3F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
DOHL3.SA,,,,,,,,,,,,,,
IMBI3F.SA,,,,,,,,,,,,,,
DRIT11B.SA,SAO,MULTIGESTAO RENDA,EQUITY,DRIT11B.SA,quotes,2000400.0,Equity,Multigestao Renda Comercial Fundo De Investimento Imobiliario - FII,São Paulo,Real Estate,REIT—Diversified,True,,
GDBR34.SA,SAO,GEN DYNAMICSDRN,EQUITY,GDBR34.SA,quotes,2000100.0,Equity,General Dynamics Corporation,São Paulo,Industrials,Aerospace & Defense,True,,
GDBR34F.SA,,,,,,,,,,,,,,
TAEE3F.SA,SAO,TAESA       ON      N2,EQUITY,TAEE3F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
LFFE3F.SA,,,,,,,,,,,,,,
OPRE3B.SA,,,,,,,,,,,,,,
LEVE3.SA,SAO,METAL LEVE  ON      NM,EQUITY,LEVE3.SA,quotes,2003700.0,Equity,MAHLE Metal Leve S.A.,São Paulo,Consumer Cyclical,Auto Parts,True,,
COBE5B.SA,,,,,,,,,,,,,,
PINE3F.SA,,,,,,,,,,,,,,
REDE3F.SA,SAO,REDE ENERGIAON  ED,EQUITY,REDE3F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
REDE4.SA,,,,,,,,,,,,,,
COBE3B.SA,,,,,,,,,,,,,,
OPSE3B.SA,,,,,,,,,,,,,,
NIKE34F.SA,,,,,,,,,,,,,,
EBEN-DEB41B0.SA,,,,,,,,,,,,,,
HOME34F.SA,,,,,,,,,,,,,,
NIKE34.SA,SAO,NIKE        DRN,EQUITY,NIKE34.SA,quotes,2001100.0,Equity,"NIKE, Inc.",São Paulo,Consumer Cyclical,Footwear & Accessories,True,,
EBES5L.SA,,,,,,,,,,,,,,
ECOV-DEB22B0.SA,,,,,,,,,,,,,,
ECPR3.SA,,,,,,,,,,,,,,
KNRE11.SA,SAO,FII KII REALCI,EQUITY,KNRE11.SA,quotes,2000300.0,Equity,Kinea II Real Estate Equity Fundo de Investimento Imobiliário,São Paulo,Real Estate,REIT—Residential,True,,
ECPR4F.SA,,,,,,,,,,,,,,
ECOV-DEB22L0.SA,,,,,,,,,,,,,,
ECPR4.SA,,,,,,,,,,,,,,
GOVE11.SA,SAO,IT NOW IGCT CI,EQUITY,GOVE11.SA,quotes,2000100.0,Equity,It Now IGCT Index Fund,São Paulo,,,True,,
FTCE11B.SA,,,,,,,,,,,,,,
ECPR3F.SA,,,,,,,,,,,,,,
GOVE.SA,SAO,IT NOW IGCT,INDEX,GOVE.SA,quotes,2000100.0,Index,IT NOW IGCT,São Paulo,,,True,,
TEPE-DEB13L0.SA,,,,,,,,,,,,,,
TEPE-DEB12L1.SA,,,,,,,,,,,,,,
VALE-DEB91L0.SA,,,,,,,,,,,,,,
TEPE-DEB14B0.SA,,,,,,,,,,,,,,
VALE-DEB92L0.SA,,,,,,,,,,,,,,
SEDU3.SA,,,,,,,,,,,,,,
EDFO11B.SA,SAO,FD INV IMOB ED OUR,EQUITY,EDFO11B.SA,quotes,2000100.0,Equity,Fundo de Investimento Imobiliário Edifício Ourinvest,São Paulo,Real Estate,REIT—Diversified,True,,
TEPE-DEB13L1.SA,,,,,,,,,,,,,,
VALE-DEB83L0.SA,,,,,,,,,,,,,,
VALE-DEB82L0.SA,,,,,,,,,,,,,,
EEEL4.SA,,,,,,,,,,,,,,
PLAS3F.SA,SAO,PLASCAR PARTON,EQUITY,PLAS3F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
MWET3F.SA,SAO,WETZEL S/A  ON,EQUITY,MWET3F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
RBCS-CRI97L1.SA,,,,,,,,,,,,,,
PDGS-CRI35L1.SA,,,,,,,,,,,,,,
BRSR5F.SA,SAO,BANRISUL    PNA     N1,EQUITY,BRSR5F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
WTVR-CRI11L1.SA,,,,,,,,,,,,,,
PDGS-CRI35B0.SA,,,,,,,,,,,,,,
EKTR4F.SA,SAO,ELEKTRO     PN,EQUITY,EKTR4F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
ELEK4.SA,,,,,,,,,,,,,,
LIPR3F.SA,SAO,ELETROPAR   ON,EQUITY,LIPR3F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
LIPR3.SA,SAO,ELETROPAR   ON,EQUITY,LIPR3.SA,quotes,2000600.0,Equity,Eletrobrás Participações S.A. - Eletropar,São Paulo,Utilities,Utilities—Regulated Electric,True,,
ELPL-DEB1AL0.SA,,,,,,,,,,,,,,
ELET5F.SA,SAO,ELETROBRAS  PNA     N1,EQUITY,ELET5F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
SCAR3.SA,SAO,SAO CARLOS  ON      NM,EQUITY,SCAR3.SA,quotes,2000900.0,Equity,São Carlos Empreendimentos e Participações S.A.,São Paulo,Real Estate,Real Estate Services,True,,
HBOR3.SA,SAO,HELBOR      ON      NM,EQUITY,HBOR3.SA,quotes,2000600.0,Equity,Helbor Empreendimentos S.A.,São Paulo,Real Estate,Real Estate Services,True,,
EZTC3.SA,SAO,EZTEC       ON  ED  NM,EQUITY,EZTC3.SA,quotes,2004200.0,Equity,EZTEC Empreendimentos e Participações S.A.,São Paulo,Real Estate,Real Estate—Development,True,,
ENMT4F.SA,SAO,ENERGISA MT PN  ED,EQUITY,ENMT4F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
ENGI-DEB72B0.SA,,,,,,,,,,,,,,
ENGI-DEB72L0.SA,,,,,,,,,,,,,,
ENBR-DEB42L0.SA,,,,,,,,,,,,,,
RJCP3.SA,,,,,,,,,,,,,,
RCCS11.SA,,,,,,,,,,,,,,
JRDM11B.SA,,,,,,,,,,,,,,
FVBI11B.SA,,,,,,,,,,,,,,
OPRE9B.SA,,,,,,,,,,,,,,
MILS9.SA,,,,,,,,,,,,,,
ESTR4.SA,SAO,ESTRELA     PN,EQUITY,ESTR4.SA,quotes,2000400.0,Equity,Manufatura de Brinquedos Estrela S.A.,São Paulo,Consumer Cyclical,Leisure,True,,
ESTR3F.SA,SAO,ESTRELA     ON,EQUITY,ESTR3F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
RDES11.SA,,,,,,,,,,,,,,
MILS3.SA,SAO,MILLS       ON      NM,EQUITY,MILS3.SA,quotes,2001000.0,Equity,"Mills Locação, Serviços e Logística S.A.",São Paulo,Industrials,Rental & Leasing Services,True,Mills Estruturas e Serviços de Engenharia S.A.,2023-03-29
ESTR3.SA,,,,,,,,,,,,,,
ESTC3.SA,,,,,,,,,,,,,,
SPXI11.SA,SAO,IT NOW SPXI CI,EQUITY,SPXI11.SA,quotes,2000100.0,Equity,It Now S&P500 TRN Fundo de Índice,São Paulo,,,True,,
ISUS11.SA,SAO,IT NOW ISE  CI,EQUITY,ISUS11.SA,quotes,2000200.0,Equity,It Now ISE Index Fund,São Paulo,,,True,,
EURO11.SA,SAO,FII EUROPAR CI,EQUITY,EURO11.SA,quotes,2000100.0,Equity,Coinvalores Dtvm Ltda.,São Paulo,Real Estate,REIT—Diversified,True,,
EXXO34F.SA,,,,,,,,,,,,,,
WFCO34F.SA,,,,,,,,,,,,,,
FBOK34F.SA,,,,,,,,,,,,,,
JHSF3.SA,SAO,JHSF PART   ON  ED  NM,EQUITY,JHSF3.SA,quotes,2004700.0,Equity,JHSF Participações S.A.,São Paulo,Real Estate,Real Estate—Diversified,True,,
WFCO34.SA,SAO,WELLS FARGO DRN,EQUITY,WFCO34.SA,quotes,2000900.0,Equity,Wells Fargo & Company,São Paulo,Financial Services,Banks—Diversified,True,,
FBMC4.SA,,,,,,,,,,,,,,
TIFF34F.SA,,,,,,,,,,,,,,
FBMC3F.SA,,,,,,,,,,,,,,
MXRF11.SA,SAO,FII MAXI RENCI,EQUITY,MXRF11.SA,quotes,2005300.0,Equity,Maxi Renda Fundo De Investimento Imobiliaro - FII,São Paulo,Real Estate,REIT—Diversified,True,,
FCFL11B.SA,,,,,,,,,,,,,,
FSRF11.SA,SAO,FISET FL REFCI,EQUITY,FSRF11.SA,quotes,2000400.0,Equity,Fiset FL Ref,São Paulo,,,True,,
TBOF11.SA,,,,,,,,,,,,,,
ONEF11.SA,SAO,FII THE ONE CI,EQUITY,ONEF11.SA,quotes,2000100.0,Equity,Fundo de Investimento Imobiliario The One Fund,São Paulo,Real Estate,REIT—Diversified,True,,
GVFF11.SA,,,,,,,,,,,,,,
FINF11.SA,,,,,,,,,,,,,,
FCXO34.SA,SAO,FREEPORT    DRN,EQUITY,FCXO34.SA,quotes,2000100.0,Equity,Freeport-McMoRan Inc.,São Paulo,Basic Materials,Copper,True,,
FMOF11.SA,SAO,FII MEMORIALCI,EQUITY,FMOF11.SA,quotes,2000100.0,Equity,Fundos de Investimento Imobiliário Memorial Office Of Cotas,São Paulo,Real Estate,REIT—Office,True,,
FDCS-CRI11L1.SA,,,,,,,,,,,,,,
RBDS11.SA,SAO,FII RBRESID2CI,EQUITY,RBDS11.SA,quotes,2000100.0,Equity,RB Capital Development Residential Real Estate Investment Fund II,São Paulo,Real Estate,REIT—Diversified,True,,
FDCS-CRI110B.SA,,,,,,,,,,,,,,
FDCS-CRI11L0.SA,,,,,,,,,,,,,,
FDMO34F.SA,,,,,,,,,,,,,,
FHER3.SA,SAO,FER HERINGERON      NM,EQUITY,FHER3.SA,quotes,2001000.0,Equity,Fertilizantes Heringer S.A.,São Paulo,Basic Materials,Agricultural Inputs,True,,
FFCI11.SA,,,,,,,,,,,,,,
FGEN-DEB31L1.SA,,,,,,,,,,,,,,
FGEN-DEB31L0.SA,,,,,,,,,,,,,,
FIVN11.SA,SAO,FII VIDANOVACI,EQUITY,FIVN11.SA,quotes,2000300.0,Equity,Vida Nova Fundo Investimento Immobiliere,São Paulo,Real Estate,REIT—Diversified,True,,
REIT11B.SA,,,,,,,,,,,,,,
TRNT11B.SA,,,,,,,,,,,,,,
RBGS11.SA,,,,,,,,,,,,,,
MERC4F.SA,SAO,MERC FINANC PN,EQUITY,MERC4F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
GWIR11.SA,,,,,,,,,,,,,,
FIRM5L.SA,,,,,,,,,,,,,,
NAFG4F.SA,,,,,,,,,,,,,,
FNOR11.SA,SAO,FINOR       CI *,EQUITY,FNOR11.SA,quotes,2000400.0,Equity,Finor -Ci Fund,São Paulo,Financial Services,Asset Management,True,,
FONT6L.SA,,,,,,,,,,,,,,
FONT5L.SA,,,,,,,,,,,,,,
JFEN3.SA,SAO,JOAO FORTES ON,EQUITY,JFEN3.SA,quotes,2000400.0,Equity,João Fortes Engenharia S.A.,São Paulo,Real Estate,Real Estate Services,True,,
FPOR11.SA,SAO,FIP PORT SUDCI,EQUITY,FPOR11.SA,quotes,2000400.0,Equity,Porto Sudeste Royalties Fundo Investimento Participacoes Infraestrutura Fund,São Paulo,,,True,,
PARC3.SA,,,,,,,,,,,,,,
FRAS3.SA,SAO,FRAS-LE     ON      N1,EQUITY,FRAS3.SA,quotes,2001700.0,Equity,Fras-le S.A.,São Paulo,Consumer Cyclical,Auto Parts,True,,
FRIO3.SA,SAO,METALFRIO   ON      NM,EQUITY,FRIO3.SA,quotes,2000500.0,Equity,Metalfrio Solutions S.A.,São Paulo,Consumer Cyclical,"Furnishings, Fixtures & Appliances",True,,
FTRT3B.SA,,,,,,,,,,,,,,
PRSV11.SA,SAO,FII P VARGASCI,EQUITY,PRSV11.SA,quotes,2000100.0,Equity,Fundo de Investimento Imobiliário Presidente Vargas,São Paulo,Real Estate,REIT—Diversified,True,,
KNCR11.SA,SAO,FII KINEA RICI,EQUITY,KNCR11.SA,quotes,2001000.0,Equity,Kinea Rendimentos Imobiliários Fundo de Investimento Imobiliário - FII,São Paulo,Real Estate,REIT—Mortgage,True,,
VLOL11.SA,SAO,FII OLIMPIA CI,EQUITY,VLOL11.SA,quotes,2000100.0,Equity,Fundo de Investimento Imobiliario - FII Vila Olimpia Corporate,São Paulo,Real Estate,REIT—Diversified,True,,
RBPR11.SA,,,,,,,,,,,,,,
MFII11.SA,SAO,FII MERITO ICI,EQUITY,MFII11.SA,quotes,2004300.0,Equity,Mérito Desenvolvimento Imobiliário I FII - Fundo de Investimento Imobiliário,São Paulo,Real Estate,REIT—Diversified,True,,
BRCP11.SA,,,,,,,,,,,,,,
NVHO11.SA,SAO,FII NOVOHORICI,EQUITY,NVHO11.SA,quotes,2000200.0,Equity,Fundo Invest,São Paulo,Real Estate,REIT—Diversified,True,,
VPSI11.SA,,,,,,,,,,,,,,
SHPH11.SA,SAO,FII HIGIENOPCI,EQUITY,SHPH11.SA,quotes,2000200.0,Equity,FDO INV Imob Shopping Patio Higienopolis,São Paulo,Real Estate,REIT—Diversified,True,,
MTIG4F.SA,,,,,,,,,,,,,,
PGCO34F.SA,,,,,,,,,,,,,,
MAGG3.SA,,,,,,,,,,,,,,
JSLG3.SA,SAO,JSL         ON      NM,EQUITY,JSLG3.SA,quotes,2003200.0,Equity,JSL S.A.,São Paulo,Industrials,Integrated Freight & Logistics,True,,
NAFG3.SA,,,,,,,,,,,,,,
NAFG3F.SA,,,,,,,,,,,,,,
MTIG3F.SA,,,,,,,,,,,,,,
PGCO34.SA,SAO,PG          DRN,EQUITY,PGCO34.SA,quotes,2000200.0,Equity,The Procter & Gamble Company,São Paulo,Consumer Defensive,Household & Personal Products,True,,
NAFG4.SA,,,,,,,,,,,,,,
JSLG-DEB62B0.SA,,,,,,,,,,,,,,
JSLG-DEB63L0.SA,,,,,,,,,,,,,,
JSLG-DEB62L0.SA,,,,,,,,,,,,,,
GSHP3.SA,SAO,GENERALSHOPPON,EQUITY,GSHP3.SA,quotes,2001500.0,Equity,General Shopping e Outlets do Brasil S.A.,São Paulo,Real Estate,Real Estate—Diversified,True,,
USIM6.SA,SAO,USIMINAS    PNB     N1,EQUITY,USIM6.SA,quotes,2000400.0,Equity,Usinas Siderúrgicas de Minas Gerais S.A.,São Paulo,Basic Materials,Steel,True,,
GOOG34.SA,,,,,,,,,,,,,,
GOOG35.SA,,,,,,,,,,,,,,
GPCP3.SA,,,,,,,,,,,,,,
GUAR3.SA,SAO,GUARARAPES  ON      NM,EQUITY,GUAR3.SA,quotes,2001600.0,Equity,Guararapes Confecções S.A.,São Paulo,Consumer Cyclical,Apparel Retail,True,,
HBTS5.SA,SAO,HABITASUL   PNA,EQUITY,HBTS5.SA,quotes,2000500.0,Equity,Companhia Habitasul de Participações,São Paulo,Real Estate,Real Estate Services,True,,
HBTS5F.SA,SAO,HABITASUL   PNA,EQUITY,HBTS5F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
COPH34F.SA,,,,,,,,,,,,,,
LHER4.SA,,,,,,,,,,,,,,
LHER3F.SA,,,,,,,,,,,,,,
LHER3.SA,,,,,,,,,,,,,,
NEMO5.SA,,,,,,,,,,,,,,
HTAL7L.SA,,,,,,,,,,,,,,
SPRI3F.SA,,,,,,,,,,,,,,
SPRI5.SA,,,,,,,,,,,,,,
PATI4F.SA,SAO,PANATLANTICAPN,EQUITY,PATI4F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
SPRI3.SA,,,,,,,,,,,,,,
ENGI3.SA,SAO,ENERGISA    ON      N2,EQUITY,ENGI3.SA,quotes,2000700.0,Equity,Energisa S.A.,São Paulo,Utilities,Utilities—Renewable,True,,
POSI3.SA,SAO,POSITIVO TECON      NM,EQUITY,POSI3.SA,quotes,2005600.0,Equity,Positivo Tecnologia S.A.,São Paulo,Technology,Computer Hardware,True,,
CALI4F.SA,,,,,,,,,,,,,,
RDNI3F.SA,SAO,RNI         ON      NM,EQUITY,RDNI3F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
RDNI3.SA,SAO,RNI         ON      NM,EQUITY,RDNI3.SA,quotes,2000400.0,Equity,RNI Negócios Imobiliários S.A.,São Paulo,Real Estate,Real Estate—Development,True,,
TERI3F.SA,,,,,,,,,,,,,,
PATI3F.SA,SAO,PANATLANTICAON,EQUITY,PATI3F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
ROMI3.SA,SAO,ROMI        ON  EJ  NM,EQUITY,ROMI3.SA,quotes,2003100.0,Equity,Romi S.A.,São Paulo,Industrials,Industrial Distribution,True,Indústrias Romi S.A.,2023-03-29
SPRI5F.SA,,,,,,,,,,,,,,
PRVI3F.SA,,,,,,,,,,,,,,
PATI4.SA,SAO,PANATLANTICAPN,EQUITY,PATI4.SA,quotes,2000400.0,Equity,Panatlântica S.A.,São Paulo,Basic Materials,Steel,True,,
TERI3.SA,,,,,,,,,,,,,,
IBXL11.SA,,,,,,,,,,,,,,
WUNI34.SA,SAO,WESTERNUNIONDRN,EQUITY,WUNI34.SA,quotes,2001300.0,Equity,The Western Union Company,São Paulo,Financial Services,Credit Services,True,,
WTPI-CRI020B.SA,,,,,,,,,,,,,,
ICON11.SA,,,,,,,,,,,,,,
WTPI-CRI02L1.SA,,,,,,,,,,,,,,
WTPI-CRI02L0.SA,,,,,,,,,,,,,,
ENGI11.SA,SAO,ENERGISA    UNT     N2,EQUITY,ENGI11.SA,quotes,2002200.0,Equity,Energisa S.A.,São Paulo,Utilities,Utilities—Renewable,True,,
WTPI-CRI02B0.SA,,,,,,,,,,,,,,
ENGI-DEB76B0.SA,,,,,,,,,,,,,,
PATI1.SA,,,,,,,,,,,,,,
ENGI-DEB75L1.SA,,,,,,,,,,,,,,
ENGI-DEB72L1.SA,,,,,,,,,,,,,,
IDVL3F.SA,,,,,,,,,,,,,,
ENGI-DEB52L0.SA,,,,,,,,,,,,,,
ENGI-DEB74L1.SA,,,,,,,,,,,,,,
ENGI-DEB71B0.SA,,,,,,,,,,,,,,
ENGI-DEB74L0.SA,,,,,,,,,,,,,,
IGCT11.SA,,,,,,,,,,,,,,
LPSB3.SA,SAO,LOPES BRASILON      NM,EQUITY,LPSB3.SA,quotes,2001200.0,Equity,LPS Brasil - Consultoria de Imóveis S.A.,São Paulo,Real Estate,Real Estate Services,True,,
RAPT3.SA,SAO,RANDON PART ON      N1,EQUITY,RAPT3.SA,quotes,2001000.0,Equity,Randon S.A. Implementos e Participações,São Paulo,Industrials,Farm & Heavy Construction Machinery,True,,
MYPK-DEB7AL0.SA,,,,,,,,,,,,,,
MYPK11.SA,,,,,,,,,,,,,,
MYPK3F.SA,SAO,"IOCHP,MAXIONON      NM",EQUITY,MYPK3F.SA,quotes,2000200.0,Equity,,São Paulo,,,True,,
ENGI10.SA,,,,,,,,,,,,,,
SMAL11F.SA,,,,,,,,,,,,,,
SMAL.SA,SAO,ISHARES SMAL,INDEX,SMAL.SA,quotes,2000100.0,Index,,São Paulo,,,True,,
